music_id,music_duration,music_key,music_acousticness,music_danceability,music_energy,music_instrumentalness,music_liveness,music_loudness,music_mode,music_speechness,music_valence,music_tempo
1ZtgnRr4uKMOoCzP4vnQDl,164241,1,0.542,0.801,0.639,0.0,0.688,-4.3,1,0.0537,0.952,123.047
0wuj2T6IZtotux1Jjluo7m,171101,2,0.467,0.841,0.83,0.0,0.334,-2.502,0,0.122,0.798,122.109
2twZl1jsRbJRTNCE6VB6eW,141176,0,0.15,0.644,0.6,0.0,0.131,-4.805,0,0.415,0.518,136.189
00ZKeP47bZtswtANkvxz2j,221538,7,0.889,0.734,0.228,0.00642,0.102,-4.731,0,0.53,0.522,162.524
26l5FAEVr9cfaILS0szvvt,162194,11,0.166,0.824,0.819,0.001,0.425,-4.263,0,0.118,0.719,94.02
4f0aDk7HX37SfzerfznYlr,159323,4,0.708,0.691,0.752,6.07e-06,0.912,-6.796,0,0.157,0.684,167.073
1CtcgU1q0BgJN4Aottdscu,125108,9,0.47,0.919,0.953,2.38e-06,0.113,-2.62,0,0.0443,0.874,133.515
3ZNjlT5zR0jkEVzSSZCQeJ,615810,11,0.607,0.601,0.51,0.0,0.156,-4.471,0,0.143,0.923,88.242
4ssTFuVeNJG8py5dr2P2pV,141216,2,0.266,0.5,0.857,0.0,0.732,-3.582,1,0.0974,0.816,158.074
2cZ62VBKsdZ7u1kKKJdFOc,187153,9,0.07,0.553,0.444,0.00301,0.0762,-7.667,1,0.123,0.344,127.414
7G2yGMHlcPPTCDhMrAaMyZ,177327,5,0.179,0.606,0.741,0.0,0.722,-3.973,1,0.0285,0.239,114.019
3wShSQczmwl6BwPqzRy1J9,124512,4,0.242,0.706,0.866,0.0,0.381,-3.337,1,0.075,0.91,166.985
5WV6br0BPUzhJwyBty80s0,129692,3,0.25,0.729,0.855,0.0,0.143,-4.405,0,0.0521,0.943,129.964
3jTyFoGeD3DTu9cnnctMWN,163014,6,0.0906,0.728,0.527,0.0,0.0861,-6.347,0,0.091,0.333,129.978
4YKujFSyakVjLdH1sDllVc,173370,4,0.33,0.664,0.839,0.0,0.94,-3.379,0,0.0393,0.48,109.984
64CovjRwInpOJW4PiGMprY,138462,7,0.504,0.92,0.413,0.0514,0.133,-7.901,0,0.0752,0.679,130.078
0fABszUFNbNq9IW503Gj8v,92093,11,0.497,0.863,0.96,0.00526,0.0853,-1.458,1,0.0492,0.586,130.118
7dKqPh21HpsysZvRWyNeM1,209520,1,0.521,0.422,0.609,1.01e-05,0.112,-6.518,1,0.0375,0.31,113.067
3iam4WkRoqMoBBCwDFZNgd,178251,10,0.39,0.359,0.76,0.0,0.247,-4.632,1,0.0513,0.496,154.136
6zdL0aLZs6g61SPGrlMvrM,157216,6,0.269,0.615,0.582,6.55e-05,0.0791,-0.93,1,0.364,0.892,84.917
23IebZSNZ8VzwUr4rJNGRG,175468,9,0.123,0.48,0.955,0.0,0.393,-4.771,1,0.178,0.337,164.126
3PGg3V56krasXrPKNvVLQU,136800,7,0.82,0.436,0.542,0.0,0.909,-7.937,0,0.0824,0.571,66.969
0QcKkN8b4iVkmVsbaze8OS,173968,1,0.112,0.477,0.922,0.0,0.371,-3.394,1,0.0606,0.521,101.571
0HlioiDYWAqP6p73XFUOP7,166491,1,0.436,0.529,0.869,0.0,0.709,-3.46,0,0.0907,0.393,147.91
4Z2i41GDQyu3KRpBavEnyR,194582,6,0.636,0.655,0.669,0.0,0.245,-4.047,1,0.0275,0.436,139.975
3PqU6gHWUaBTtIZi5oxEJ7,171712,8,0.322,0.521,0.825,0.0,0.689,-6.025,0,0.126,0.692,144.667
6vq7r1Pqd3pyI07u63cPZV,178812,6,0.176,0.588,0.893,0.0,0.803,-2.743,1,0.0866,0.626,153.778
6cRyy0XvzIdbSNzjYAOoFf,150000,8,0.409,0.849,0.521,0.0,0.322,-7.287,0,0.474,0.364,80.001
0KqVaOxvmYJMz10w3SbiaV,163671,9,0.307,0.577,0.897,0.0,0.575,-4.269,0,0.161,0.738,167.798
3h5TiWTqGxjSjFrbruPFH9,263040,6,0.128,0.66,0.727,1.31e-05,0.524,-4.028,0,0.0441,0.418,125.023
7MLX5VV97CcXIpH2QUIy13,214091,8,0.372,0.796,0.901,0.0,0.0948,-4.073,1,0.154,0.947,175.939
3vCH7bgO37Cx4dOIUlX9sv,167028,7,0.812,0.607,0.814,0.0,0.351,-7.318,1,0.106,0.681,176.032
5DcysyjaPrLzXgDauvzvn6,156377,8,0.407,0.75,0.796,0.0,0.108,-2.942,0,0.0605,0.87,123.011
